Id.x,SpCode,DBH,StreetName,StreetNumber,City,Botanic Name,Common Name,Tree Type
9905,GLTR,2,RAMSAY CR,1354,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9906,GLTR,2,RAMSAY CR,1301,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9907,GLTR,3,RAMSAY CR,1301,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9908,GLTR,4,RAMSAY CR,1301,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9909,GLTR,4,RAMSAY CR,1301,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9910,GLTR,3,RAMSAY CR,1301,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9911,GLTR,4,CORNWALL CT,1365,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9912,GLTR,2,CORNWALL CT,1365,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9913,GLTR,3,CORNWALL CT,1365,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9914,GLTR,2,CORNWALL CT,1365,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9915,GLTR,2,RAMSAY CR,1330,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9916,GLTR,3,RAMSAY CR,1318,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9917,GLTR,3,RAMSAY CR,1309,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9918,GLTR,3,CORNWALL CT,1365,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9919,GLTR,3,CORNWALL CT,1371,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9920,GLTR,4,CORNWALL CT,1371,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9921,GLTR,4,CORNWALL CT,1377,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9922,GLTR,3,CORNWALL CT,1377,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9923,GLTR,4,CORNWALL CT,1383,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9924,GLTR,3,CORNWALL CT,1378,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9925,GLTR,2,CORNWALL CT,1378,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9926,GLTR,3,CORNWALL CT,1372,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9927,GLTR,3,CORNWALL CT,1366,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9928,GLTR,3,CORNWALL CT,1366,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9929,GLTR,3,RAMSAY CR,1415,Walnut Creek,Gleditsia triacanthos var. inermis 'Moraine',"locust, honey",#N/A
9930,PLRA,5,CAMINO VERDE,1295,Walnut Creek,Platanus racemosa,"sycamore, western",BDL
9931,PLRA,4,CAMINO VERDE,1295,Walnut Creek,Platanus racemosa,"sycamore, western",BDL
9932,PLAC,2,CAMINO VERDE,1295,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9933,PLAC,3,RAMSAY CR,1477,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9934,PLAC,2,CONEJO WY,1422,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9935,PLAC,3,CAMINO VERDE,1412,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
